"ENSEMBL","SYMBOL","CHR","BEST.GWAS.ID","TWAS.P"
"ENSG00000100206","DMC1",22,"rs4821818","0.07391"
"ENSG00000100207","TCF20",22,"rs5758837","0.48206"
"ENSG00000100209","HSCB",22,"rs134559","0.54023"
"ENSG00000100211","CBY1",22,"rs3091374","0.22133"
"ENSG00000100216","TOMM22",22,"rs3091374","0.27480"
"ENSG00000100219","XBP1",22,"rs134559","0.86894"
"ENSG00000100220","RTCB",22,"rs9609389","0.39628"
"ENSG00000100221","JOSD1",22,"rs3091374","0.36759"
"ENSG00000100225","FBXO7",22,"rs17683807","0.35343"
"ENSG00000100227","POLDIP3",22,"rs5758837","0.97049"
"ENSG00000100228","RAB36",22,"rs13056375","0.27288"
"ENSG00000100239","PPP6R2",22,"rs713669","0.91382"
"ENSG00000100241","SBF1",22,"rs713669","0.00822"
"ENSG00000100242","SUN2",22,"rs3091374","0.43217"
"ENSG00000100243","CYB5R3",22,"rs5758837","0.79508"
"ENSG00000100246","DNAL4",22,"rs3091374","0.19879"
"ENSG00000100249","C22orf31",22,"rs134559","0.03600"
"ENSG00000100253","MIOX",22,"rs713669","0.17927"
"ENSG00000100258","LMF2",22,"rs713669","0.61286"
"ENSG00000100263","RHBDD3",22,"rs134559","0.01524"
"ENSG00000100266","PACSIN2",22,"rs5758837","0.40821"
"ENSG00000100276","RASL10A",22,"rs134559","0.41336"
"ENSG00000100281","HMGXB4",22,"rs739301","0.50733"
"ENSG00000100284","TOM1",22,"rs739301","0.49129"
"ENSG00000100285","NEFH",22,"rs134559","0.44261"
"ENSG00000100288","CHKB",22,"rs761744","0.61963"
"ENSG00000100290","BIK",22,"rs9614453","0.15352"
"ENSG00000100294","MCAT",22,"rs137722","0.78480"
"ENSG00000100296","THOC5",22,"rs134559","0.02312"
"ENSG00000100298","APOBEC3H",22,"rs3091374","0.54319"
"ENSG00000100299","ARSA",22,"rs761744","0.68661"
"ENSG00000100300","TSPO",22,"rs137722","0.24493"
"ENSG00000100302","RASD2",22,"rs739301","0.01111"
"ENSG00000100304","TTLL12",22,"rs137786","0.52063"
"ENSG00000100307","CBX7",22,"rs3091374","0.29188"
"ENSG00000100312","ACR",22,"rs761744","0.57518"
"ENSG00000100314","CABP7",22,"rs13055076","0.69432"
"ENSG00000100316","RPL3",22,"rs3091374","0.12867"
"ENSG00000100319","ZMAT5",22,"rs11089436","0.19020"
"ENSG00000100321","SYNGR1",22,"rs3091374","0.94186"
"ENSG00000100324","TAB1",22,"rs3091374","0.17766"
"ENSG00000100325","ASCC2",22,"rs11704358","0.80887"
"ENSG00000100330","MTMR3",22,"rs11704358","0.24128"
"ENSG00000100336","APOL4",22,"rs6000199","0.31332"
"ENSG00000100342","APOL1",22,"rs6000199","0.63693"
"ENSG00000100344","PNPLA3",22,"rs139134","0.85779"
"ENSG00000100346","CACNA1I",22,"rs3091374","0.90845"
"ENSG00000100347","SAMM50",22,"rs139134","0.98005"
"ENSG00000100348","TXN2",22,"rs6000199","0.10041"
"ENSG00000100350","FOXRED2",22,"rs6000199","0.96815"
"ENSG00000100354","TNRC6B",22,"rs9611234","0.98648"
"ENSG00000100360","IFT27",22,"rs84460","0.61091"
"ENSG00000100362","PVALB",22,"rs1041894","0.27421"
"ENSG00000100364","KIAA0930",22,"rs5765421","0.39593"
"ENSG00000100365","NCF4",22,"rs1041894","0.54584"
"ENSG00000100368","CSF2RB",22,"rs1041894","0.36129"
"ENSG00000100372","SLC25A17",22,"rs8135371","0.58528"
"ENSG00000100373","UPK3A",22,"rs5765421","0.21609"
"ENSG00000100376","FAM118A",22,"rs5765421","0.97882"
"ENSG00000100380","ST13",22,"rs5758297","0.42674"
"ENSG00000100385","IL2RB",22,"rs1041894","0.12776"
"ENSG00000100387","RBX1",22,"rs5751086","0.65199"
"ENSG00000100393","EP300",22,"rs5751086","0.72647"
"ENSG00000100395","L3MBTL2",22,"rs5751086","0.72709"
"ENSG00000100399","CHADL",22,"rs5751086","0.53608"
"ENSG00000100401","RANGAP1",22,"rs5751086","0.40454"
"ENSG00000100410","PHF5A",22,"rs5751086","0.73612"
"ENSG00000100412","ACO2",22,"rs5751086","0.07740"
"ENSG00000100413","POLR3H",22,"rs5751086","0.31586"
"ENSG00000100416","TRMU",22,"rs3788706","0.10614"
"ENSG00000100417","PMM1",22,"rs5751086","0.19744"
"ENSG00000100418","DESI1",22,"rs5751086","0.88392"
"ENSG00000100422","CERK",22,"rs3788706","0.54984"
"ENSG00000100425","BRD1",22,"rs713669","0.73303"
"ENSG00000100426","ZBED4",22,"rs713669","0.67390"
"ENSG00000100427","MLC1",22,"rs713669","0.97929"
"ENSG00000100429","HDAC10",22,"rs713669","0.77709"
"ENSG00000100439","ABHD4",14,"rs17116039","0.545844"
"ENSG00000100441","KHNYN",14,"rs7148723","0.200097"
"ENSG00000100445","SDR39U1",14,"rs7148723","0.105858"
"ENSG00000100450","GZMH",14,"rs7148723","0.825871"
"ENSG00000100453","GZMB",14,"rs7148723","0.563939"
"ENSG00000100461","RBM23",14,"rs6572602","0.375925"
"ENSG00000100473","COCH",14,"rs3736742","0.127509"
"ENSG00000100478","AP4S1",14,"rs3736742","0.173343"
"ENSG00000100483","VCPKMT",14,"rs12884149","0.041052"
"ENSG00000100485","SOS2",14,"rs12884149","0.654722"
"ENSG00000100490","CDKL1",14,"rs3759525","0.453877"
"ENSG00000100503","NIN",14,"rs4898681","0.478324"
"ENSG00000100504","PYGL",14,"rs12587969","0.851295"
"ENSG00000100505","TRIM9",14,"rs12587969","0.166972"
"ENSG00000100519","PSMC6",14,"rs11039","0.678142"
"ENSG00000100522","GNPNAT1",14,"rs11039","0.228219"
"ENSG00000100523","DDHD1",14,"rs17253263","0.722370"
"ENSG00000100528","CNIH1",14,"rs11845885","0.629897"
"ENSG00000100532","CGRRF1",14,"rs11845885","0.814386"
"ENSG00000100554","ATP6V1D",14,"rs17249049","0.900199"
"ENSG00000100558","PLEK2",14,"rs17249049","0.715329"
"ENSG00000100564","PIGH",14,"rs17249049","0.353927"
"ENSG00000100565","LRRC74A",14,"rs17796060","0.275746"
"ENSG00000100567","PSMA3",14,"rs7145852","0.702461"
"ENSG00000100568","VTI1B",14,"rs17249049","0.257068"
"ENSG00000100575","TIMM9",14,"rs7145852","0.639805"
"ENSG00000100577","GSTZ1",14,"rs10135535","0.227047"
"ENSG00000100580","TMED8",14,"rs10135535","0.915408"
"ENSG00000100583","SAMD15",14,"rs10135535","0.992819"
"ENSG00000100591","AHSA1",14,"rs10135535","0.709970"
"ENSG00000100592","DAAM1",14,"rs10136607","0.751429"
"ENSG00000100596","SPTLC2",14,"rs10135535","0.621481"
"ENSG00000100599","RIN3",14,"rs10220696","0.792561"
"ENSG00000100600","LGMN",14,"rs3759719","0.975011"
"ENSG00000100601","ALKBH1",14,"rs10135535","0.529025"
"ENSG00000100605","ITPK1",14,"rs3759719","0.354682"
"ENSG00000100612","DHRS7",14,"rs6573295","0.616371"
"ENSG00000100614","PPM1A",14,"rs6573295","0.348759"
"ENSG00000100626","GALNT16",14,"rs17106502","0.209055"
"ENSG00000100629","CEP128",14,"rs17111691","0.555439"
"ENSG00000100644","HIF1A",14,"rs17099472","0.832871"
"ENSG00000100650","SRSF5",14,"rs7161524","0.867370"
"ENSG00000100652","SLC10A1",14,"rs7161524","0.947378"
"ENSG00000100678","SLC8A3",14,"rs7161524","0.169131"
"ENSG00000100697","DICER1",14,"rs1211780","0.491212"
"ENSG00000100714","MTHFD1",14,"rs2295522","0.244661"
"ENSG00000100721","TCL1A",14,"rs1211780","0.074749"
"ENSG00000100722","ZC3H14",14,"rs11159842","0.213132"
"ENSG00000100726","TELO2",16,"rs606198","0.035666"
"ENSG00000100731","PCNX1",14,"rs7155247","0.082387"
"ENSG00000100739","BDKRB1",14,"rs12100763","0.767994"
"ENSG00000100744","GSKIP",14,"rs12100763","0.747529"
"ENSG00000100749","VRK1",14,"rs12100763","0.952952"
"ENSG00000100764","PSMC1",14,"rs11623922","0.816972"
"ENSG00000100767","PAPLN",14,"rs3742821","0.894984"
"ENSG00000100784","RPS6KA5",14,"rs1951244","0.290968"
"ENSG00000100802","C14orf93",14,"rs6572602","0.218697"
"ENSG00000100804","PSMB5",14,"rs222671","0.381329"
"ENSG00000100813","ACIN1",14,"rs222671","0.647671"
"ENSG00000100814","CCNB1IP1",14,"rs17277277","0.046481"
"ENSG00000100815","TRIP11",14,"rs10220696","0.002739"
"ENSG00000100842","EFS",14,"rs12050360","0.157879"
"ENSG00000100852","ARHGAP5",14,"rs10142082","0.609351"
"ENSG00000100865","CINP",14,"rs4900525","0.842263"
"ENSG00000100867","DHRS2",14,"rs12050360","0.269593"
"ENSG00000100883","SRP54",14,"rs12436083","0.276034"
"ENSG00000100890","PRORP",14,"rs17525149","0.440823"
"ENSG00000100897","DCAF11",14,"rs12050360","0.146780"
"ENSG00000100906","NFKBIA",14,"rs10129587","0.063691"
"ENSG00000100908","EMC9",14,"rs12050360","0.889028"
"ENSG00000100918","REC8",14,"rs12050360","0.846176"
"ENSG00000100934","SEC23A",14,"rs1955724","0.417592"
"ENSG00000100938","GMPR2",14,"rs12050360","0.654875"
"ENSG00000100949","RABGGTA",14,"rs12050360","0.594726"
"ENSG00000100968","NFATC4",14,"rs7148723","0.920344"
"ENSG00000100979","PLTP",20,"rs3761198","0.44572"
"ENSG00000100983","GSS",20,"rs2425052","0.13028"
"ENSG00000100991","TRPC4AP",20,"rs2425052","0.63254"
"ENSG00000100994","PYGB",20,"rs1109682","0.52347"
"ENSG00000100997","ABHD12",20,"rs11697253","0.49466"
"ENSG00000101000","PROCR",20,"rs2425052","0.13232"
"ENSG00000101003","GINS1",20,"rs11697253","0.56057"
"ENSG00000101004","NINL",20,"rs6083780","0.38835"
"ENSG00000101017","CD40",20,"rs3091805","0.78697"
"ENSG00000101019","UQCC1",20,"rs2425052","0.49714"
"ENSG00000101049","SGK2",20,"rs9679833","0.25014"
"ENSG00000101052","IFT52",20,"rs6130478","0.75350"
"ENSG00000101057","MYBL2",20,"rs3746568","0.51611"
"ENSG00000101076","HNF4A",20,"rs2057637","0.48206"
"ENSG00000101079","NDRG3",20,"rs11697895","0.56124"
"ENSG00000101082","SLA2",20,"rs11697895","0.45025"
"ENSG00000101104","PABPC1L",20,"rs2057637","0.12356"
"ENSG00000101109","STK4",20,"rs2057637","0.15821"
"ENSG00000101115","SALL4",20,"rs228835","0.57480"
"ENSG00000101126","ADNP",20,"rs6067766","0.40174"
"ENSG00000101132","PFDN4",20,"rs290391","0.42778"
"ENSG00000101134","DOK5",20,"rs290391","0.80058"
"ENSG00000101138","CSTF1",20,"rs4810046","0.67814"
"ENSG00000101144","BMP7",20,"rs4810046","0.18420"
"ENSG00000101146","RAE1",20,"rs4810046","0.21789"
"ENSG00000101150","TPD52L2",20,"rs2012987","0.46305"
"ENSG00000101158","NELFCD",20,"rs10369","0.26488"
"ENSG00000101160","CTSZ",20,"rs10369","0.91775"
"ENSG00000101161","PRPF6",20,"rs2012987","0.02716"
"ENSG00000101166","PRELID3B",20,"rs10369","0.01819"
"ENSG00000101181","MTG2",20,"rs1740362","0.37886"
"ENSG00000101187","SLCO4A1",20,"rs6010853","0.91394"
"ENSG00000101188","NTSR1",20,"rs730477","0.30069"
"ENSG00000101189","MRGBP",20,"rs2145164","0.97087"
"ENSG00000101190","TCFL5",20,"rs7265034","0.29371"
"ENSG00000101191","DIDO1",20,"rs7265034","0.68442"
"ENSG00000101193","GID8",20,"rs7265034","0.89419"
"ENSG00000101194","SLC17A9",20,"rs7265034","0.15331"
"ENSG00000101197","BIRC7",20,"rs7265034","0.16436"
"ENSG00000101198","NKAIN4",20,"rs7265034","0.02956"
"ENSG00000101199","ARFGAP1",20,"rs7265034","0.48260"
"ENSG00000101204","CHRNA4",20,"rs7265034","0.71668"
"ENSG00000101213","PTK6",20,"rs7265034","0.41188"
"ENSG00000101216","GMEB2",20,"rs7265034","0.04246"
"ENSG00000101220","C20orf27",20,"rs6037692","0.61453"
"ENSG00000101222","SPEF1",20,"rs6037692","0.91162"
"ENSG00000101224","CDC25B",20,"rs6037692","0.21944"
"ENSG00000101230","ISM1",20,"rs1321946","0.15940"
"ENSG00000101236","RNF24",20,"rs16989445","0.04025"
"ENSG00000101246","ARFRP1",20,"rs7265034","0.37670"
"ENSG00000101247","NDUFAF5",20,"rs6105236","0.58708"
"ENSG00000101251","SEL1L2",20,"rs6079463","0.32364"
"ENSG00000101255","TRIB3",20,"rs4815585","0.05621"
"ENSG00000101276","SLC52A3",20,"rs4815585","0.49770"
"ENSG00000101278","RPS10P5",20,"rs4815585","0.63496"
"ENSG00000101280","ANGPT4",20,"rs6056615","0.87919"
"ENSG00000101282","RSPO4",20,"rs6056615","0.95966"
"ENSG00000101290","CDS2",20,"rs261351","0.93067"
"ENSG00000101298","SNPH",20,"rs6056615","0.99246"
"ENSG00000101306","MYLK2",20,"rs1205843","0.64930"
"ENSG00000101307","SIRPB1",20,"rs6111988","0.20268"
"ENSG00000101310","SEC23B",20,"rs10485587","0.37617"
"ENSG00000101311","FERMT1",20,"rs954388","0.70477"
"ENSG00000101333","PLCB4",20,"rs6056198","0.94051"
"ENSG00000101335","MYL9",20,"rs11697895","0.61005"
"ENSG00000101336","HCK",20,"rs293561","0.19827"
"ENSG00000101337","TM9SF4",20,"rs293561","0.10247"
"ENSG00000101346","POFUT1",20,"rs293561","0.12478"
"ENSG00000101347","SAMHD1",20,"rs11697895","0.47029"
"ENSG00000101349","PAK5",20,"rs6039602","0.01389"
"ENSG00000101350","KIF3B",20,"rs293561","0.08913"
"ENSG00000101353","MROH8",20,"rs11697895","0.15186"
"ENSG00000101361","NOP56",20,"rs6035745","0.95342"
"ENSG00000101363","MANBAL",20,"rs11697895","0.95293"
"ENSG00000101367","MAPRE1",20,"rs6141382","0.07281"
"ENSG00000101384","JAG1",20,"rs2026605","0.31393"
"ENSG00000101391","CDK5RAP1",20,"rs6141382","0.29788"
"ENSG00000101400","SNTA1",20,"rs6141382","0.20480"
"ENSG00000101405","OXT",20,"rs742847","0.24957"
"ENSG00000101407","TTI1",20,"rs805546","0.18809"
"ENSG00000101412","E2F1",20,"rs6141382","0.79872"
"ENSG00000101413","RPRD1B",20,"rs805546","0.21316"
"ENSG00000101417","PXMP4",20,"rs6141382","0.38103"
"ENSG00000101421","CHMP4B",20,"rs6059662","0.40917"
"ENSG00000101425","BPI",20,"rs805546","0.53146"
"ENSG00000101439","CST3",20,"rs13040731","0.14273"
"ENSG00000101440","ASIP",20,"rs6059662","0.08736"
"ENSG00000101442","ACTR5",20,"rs805546","0.04493"
"ENSG00000101444","AHCY",20,"rs6059662","0.71287"
"ENSG00000101447","FAM83D",20,"rs805546","0.63581"
"ENSG00000101448","EPPIN",20,"rs2207199","0.49461"
"ENSG00000101452","DHX35",20,"rs805546","0.76078"
"ENSG00000101457","DNTTIP1",20,"rs3761198","0.66954"
"ENSG00000101460","MAP1LC3A",20,"rs6059662","0.12437"
"ENSG00000101463","SYNDIG1",20,"rs11087473","0.72360"
"ENSG00000101464","PIGU",20,"rs4911167","0.46051"
"ENSG00000101473","ACOT8",20,"rs3761198","0.01898"
"ENSG00000101474","APMAP",20,"rs11087473","0.17797"
"ENSG00000101489","CELF4",18,"rs11664658","0.67157"
"ENSG00000101542","CDH20",18,"rs17067791","0.00815"
"ENSG00000101544","ADNP2",18,"rs9304062","0.30629"
"ENSG00000101546","RBFA",18,"rs9304062","0.08666"
"ENSG00000101557","USP14",18,"rs11663153","0.98803"
"ENSG00000101558","VAPA",18,"rs329028","0.92642"
"ENSG00000101574","METTL4",18,"rs1940425","0.53000"
"ENSG00000101577","LPIN2",18,"rs11081005","0.86205"
"ENSG00000101596","SMCHD1",18,"rs11081005","0.70218"
"ENSG00000101605","MYOM1",18,"rs1861805","0.81099"
"ENSG00000101608","MYL12A",18,"rs1861805","0.24160"
"ENSG00000101639","CEP192",18,"rs746793","0.56397"
"ENSG00000101654","RNMT",18,"rs1785199","0.20653"
"ENSG00000101665","SMAD7",18,"rs16949934","0.32806"
"ENSG00000101670","LIPG",18,"rs1815937","0.65532"
"ENSG00000101680","LAMA1",18,"rs12606760","0.25180"
"ENSG00000101745","ANKRD12",18,"rs329028","0.48971"
"ENSG00000101751","POLI",18,"rs1259835","0.87459"
"ENSG00000101752","MIB1",18,"rs9966717","0.56597"
"ENSG00000101782","RIOK3",18,"rs892430","0.31828"
"ENSG00000101898","MCTS2",20,"rs6061032","0.54385"
"ENSG00000102189","EEA1",12,"rs7487813","0.89921"
"ENSG00000102445","RUBCNL",13,"rs1328683","0.54717"
"ENSG00000102452","NALCN",13,"rs2765315","0.51404"
"ENSG00000102466","FGF14",13,"rs17506327","0.65849"
"ENSG00000102468","HTR2A",13,"rs1328683","0.04838"
"ENSG00000102531","FNDC3A",13,"rs11616547","0.10663"
"ENSG00000102543","CDADC1",13,"rs11616547","0.72859"
"ENSG00000102547","CAB39L",13,"rs10492591","0.61251"
"ENSG00000102554","KLF5",13,"rs1330074","0.77335"
"ENSG00000102572","STK24",13,"rs9513477","0.66570"
"ENSG00000102575","ACP5",19,"rs17243011","0.409372"
"ENSG00000102580","DNAJC3",13,"rs9584312","0.20090"
"ENSG00000102595","UGGT2",13,"rs4143093","0.39204"
"ENSG00000102606","ARHGEF7",13,"rs9515335","0.19326"
"ENSG00000102678","FGF9",13,"rs9552550","0.42420"
"ENSG00000102683","SGCG",13,"rs9510483","0.28343"
"ENSG00000102699","PARP4",13,"rs2722","0.62068"
"ENSG00000102710","SUPT20H",13,"rs9603107","0.78870"
"ENSG00000102738","MRPS31",13,"rs9549151","0.91003"
"ENSG00000102743","SLC25A15",13,"rs9549151","0.73687"
"ENSG00000102753","KPNA3",13,"rs10492591","0.90012"
"ENSG00000102755","FLT1",13,"rs17561728","0.31634"
"ENSG00000102760","RGCC",13,"rs9590630","0.07711"
"ENSG00000102763","VWA8",13,"rs9590630","0.82549"
"ENSG00000102780","DGKH",13,"rs9590630","0.93304"
"ENSG00000102781","KATNAL1",13,"rs17074757","0.41627"
"ENSG00000102786","INTS6",13,"rs7325958","0.36019"
"ENSG00000102796","DHRS12",13,"rs11148233","0.87919"
"ENSG00000102802","MEDAG",13,"rs9315093","0.90071"
"ENSG00000102804","TSC22D1",13,"rs2325128","0.80723"
"ENSG00000102805","CLN5",13,"rs285669","0.13109"
"ENSG00000102837","OLFM4",13,"rs6561727","0.82899"
"ENSG00000102854","MSLN",16,"rs606198","0.558620"
"ENSG00000102858","MGRN1",16,"rs1684624","0.182109"
"ENSG00000102870","ZNF629",16,"rs4243233","0.267430"
"ENSG00000102871","TRADD",16,"rs16957447","0.413357"
"ENSG00000102878","HSF4",16,"rs16957447","0.399228"
"ENSG00000102879","CORO1A",16,"rs4243233","0.628386"
"ENSG00000102882","MAPK3",16,"rs4243233","0.594633"
"ENSG00000102886","GDPD3",16,"rs4243233","0.644656"
"ENSG00000102890","ELMO3",16,"rs16957447","0.546239"
"ENSG00000102893","PHKB",16,"rs1362567","0.132067"
"ENSG00000102897","LYRM1",16,"rs9933675","0.881543"
"ENSG00000102898","NUTF2",16,"rs16957447","0.412842"
"ENSG00000102900","NUP93",16,"rs899228","0.245235"
"ENSG00000102901","CENPT",16,"rs16957447","0.886080"
"ENSG00000102908","NFAT5",16,"rs3826154","0.362823"
"ENSG00000102910","LONP2",16,"rs494116","0.284662"
"ENSG00000102921","N4BP1",16,"rs4785275","0.483358"
"ENSG00000102924","CBLN1",16,"rs9940828","0.036439"
"ENSG00000102934","PLLP",16,"rs8102","0.511824"
"ENSG00000102935","ZNF423",16,"rs9940828","0.216706"
"ENSG00000102962","CCL22",16,"rs8102","0.180571"
"ENSG00000102967","DHODH",16,"rs17668523","0.307728"
"ENSG00000102970","CCL17",16,"rs8102","0.000104"
"ENSG00000102974","CTCF",16,"rs16957447","0.030007"
"ENSG00000102977","ACD",16,"rs16957447","0.120662"
"ENSG00000102978","POLR2C",16,"rs8102","0.050172"
"ENSG00000102981","PARD6A",16,"rs16957447","0.508612"
"ENSG00000102984","ZNF821",16,"rs17668523","0.582935"
"ENSG00000102996","MMP15",16,"rs451359","0.531315"
"ENSG00000103018","CYB5B",16,"rs3826154","0.928301"
"ENSG00000103024","NME3",16,"rs6600181","0.334545"
"ENSG00000103034","NDRG4",16,"rs17241140","0.498911"
"ENSG00000103037","SETD6",16,"rs17241140","0.908444"
"ENSG00000103042","SLC38A7",16,"rs17241140","0.802587"
"ENSG00000103043","VAC14",16,"rs8061329","0.367057"
"ENSG00000103047","TANGO6",16,"rs16958580","0.173514"
"ENSG00000103051","COG4",16,"rs8061329","0.458811"
"ENSG00000103056","SMPD3",16,"rs1073632","0.142835"
"ENSG00000103061","SLC7A6OS",16,"rs11558534","0.984792"
"ENSG00000103064","SLC7A6",16,"rs11558534","0.312532"
"ENSG00000103066","PLA2G15",16,"rs11558534","0.526734"
"ENSG00000103067","ESRP2",16,"rs11558534","0.142785"
"ENSG00000103089","FA2H",16,"rs11149759","0.698052"
"ENSG00000103091","WDR59",16,"rs11149759","0.336050"
"ENSG00000103111","MON1B",16,"rs282993","0.653244"
"ENSG00000103126","AXIN1",16,"rs8051004","0.690399"
"ENSG00000103145","HCFC1R1",16,"rs11076933","0.373573"
"ENSG00000103148","NPRL3",16,"rs8051004","0.423480"
"ENSG00000103150","MLYCD",16,"rs2550441","0.857938"
"ENSG00000103152","MPG",16,"rs8051004","0.929082"
"ENSG00000103160","HSDL1",16,"rs2550441","0.823454"
"ENSG00000103168","TAF1C",16,"rs2550441","0.944522"
"ENSG00000103174","NAGPA",16,"rs11076898","0.811109"
"ENSG00000103175","WFDC1",16,"rs2550441","0.014368"
"ENSG00000103184","SEC14L5",16,"rs11076898","0.574116"
"ENSG00000103194","USP10",16,"rs12445179","0.550507"
"ENSG00000103196","CRISPLD2",16,"rs244783","0.542643"
"ENSG00000103197","TSC2",16,"rs6600181","0.423165"
"ENSG00000103199","ZNF500",16,"rs11076898","0.202973"
"ENSG00000103202","NME4",16,"rs8051004","0.861080"
"ENSG00000103222","ABCC1",16,"rs2239694","0.133097"
"ENSG00000103226","NOMO3",16,"rs7203040","0.061538"
"ENSG00000103227","LMF1",16,"rs606198","0.296640"
"ENSG00000103241","FOXF1",16,"rs7186606","0.085251"
"ENSG00000103245","CIAO3",16,"rs606198","0.107529"
"ENSG00000103248","MTHFSD",16,"rs7186606","0.670108"
"ENSG00000103249","CLCN7",16,"rs606198","0.395186"
"ENSG00000103253","HAGHL",16,"rs606198","0.068083"
"ENSG00000103254","ANTKMT",16,"rs606198","0.121761"
"ENSG00000103257","SLC7A5",16,"rs4843268","0.399349"
"ENSG00000103260","METRN",16,"rs606198","0.014485"
"ENSG00000103264","FBXO31",16,"rs7186606","0.273058"
"ENSG00000103266","STUB1",16,"rs606198","0.964507"
"ENSG00000103269","RHBDL1",16,"rs606198","0.365492"
"ENSG00000103275","UBE2I",16,"rs606198","0.943600"
"ENSG00000103313","MEFV",16,"rs11076933","0.814525"
"ENSG00000103316","CRYM",16,"rs9933675","0.973118"
"ENSG00000103319","EEF2K",16,"rs12923906","0.061623"
"ENSG00000103326","CAPN15",16,"rs8051004","0.867556"
"ENSG00000103335","PIEZO1",16,"rs9933845","0.283750"
"ENSG00000103342","GSPT1",16,"rs12443750","0.493563"
"ENSG00000103343","ZNF174",16,"rs11076933","0.649829"
"ENSG00000103351","CLUAP1",16,"rs12148974","0.904656"
"ENSG00000103353","UBFD1",16,"rs12447053","0.468419"
"ENSG00000103355","PRSS33",16,"rs11076933","0.631939"
"ENSG00000103356","EARS2",16,"rs12447053","0.507331"
"ENSG00000103363","ELOB",16,"rs11076933","0.770287"
"ENSG00000103365","GGA2",16,"rs12447053","0.396721"
"ENSG00000103375","AQP8",16,"rs1399338","0.773347"
"ENSG00000103381","CPPED1",16,"rs4781357","0.352708"
"ENSG00000103404","USP31",16,"rs2239332","0.531082"
"ENSG00000103415","HMOX2",16,"rs12148974","0.442786"
"ENSG00000103423","DNAJA3",16,"rs12148974","0.990426"
"ENSG00000103460","TOX3",16,"rs4511526","0.045717"
"ENSG00000103472","RRN3P2",16,"rs9929750","0.756036"
"ENSG00000103479","RBL2",16,"rs8044769","0.031172"
"ENSG00000103485","QPRT",16,"rs12917823","0.419666"
"ENSG00000103489","XYLT1",16,"rs8053488","0.725712"
"ENSG00000103490","PYCARD",16,"rs12240","0.255491"
"ENSG00000103494","RPGRIP1L",16,"rs8044769","0.539876"
"ENSG00000103496","STX4",16,"rs12240","0.297002"
"ENSG00000103507","BCKDK",16,"rs12240","0.526724"
"ENSG00000103510","KAT8",16,"rs12240","0.652200"
"ENSG00000103512","NOMO1",16,"rs35767715","0.921138"
"ENSG00000103522","IL21R",16,"rs1533418","0.384255"
"ENSG00000103528","SYT17",16,"rs226859","0.360192"
"ENSG00000103534","TMC5",16,"rs226859","0.659270"
"ENSG00000103540","CCP110",16,"rs226859","0.202309"
"ENSG00000103544","VPS35L",16,"rs1925500","0.484552"
"ENSG00000103549","RNF40",16,"rs4243233","0.239989"
"ENSG00000103550","KNOP1",16,"rs1925500","0.640938"
"ENSG00000103569","AQP9",15,"rs11631467","0.04055"
"ENSG00000103591","AAGAB",15,"rs11631785","0.20275"
"ENSG00000103599","IQCH",15,"rs11631785","0.79847"
"ENSG00000103642","LACTB",15,"rs17740893","0.88076"
"ENSG00000103647","CORO2B",15,"rs3784351","0.23681"
"ENSG00000103653","CSK",15,"rs2075589","0.58595"
"ENSG00000103671","TRIP4",15,"rs3843699","0.11336"
"ENSG00000103707","MTFMT",15,"rs8036568","0.05678"
"ENSG00000103710","RASL12",15,"rs8036568","0.69193"
"ENSG00000103723","AP3B2",15,"rs3914699","0.37638"
"ENSG00000103740","ACSBG1",15,"rs4887033","0.40693"
"ENSG00000103742","IGDCC4",15,"rs11635626","0.37347"
"ENSG00000103811","CTSH",15,"rs2865197","0.97489"
"ENSG00000103852","TTC23",15,"rs906974","0.11513"
"ENSG00000103855","CD276",15,"rs2623998","0.94085"
"ENSG00000103876","FAH",15,"rs16971995","0.76965"
"ENSG00000103888","CEMIP",15,"rs16971995","0.80493"
"ENSG00000103932","RPAP1",15,"rs2665208","0.20642"
"ENSG00000103942","HOMER2",15,"rs3914699","0.38328"
"ENSG00000103966","EHD4",15,"rs2665208","0.73989"
"ENSG00000103994","ZNF106",15,"rs11632499","0.47399"
"ENSG00000103995","CEP152",15,"rs4775774","0.24340"
"ENSG00000104043","ATP8B4",15,"rs541295","0.33280"
"ENSG00000104047","DTWD1",15,"rs541295","0.47419"
"ENSG00000104055","TGM5",15,"rs11632499","0.53328"
"ENSG00000104059","ENTREP2",15,"rs547857","0.36784"
"ENSG00000104064","GABPB1",15,"rs6493397","0.44946"
"ENSG00000104081","BMF",15,"rs2289333","0.74518"
"ENSG00000104093","DMXL2",15,"rs2470182","0.00800"
"ENSG00000104112","SCG3",15,"rs2470182","0.10324"
"ENSG00000104129","DNAJC17",15,"rs7173954","0.24483"
"ENSG00000104131","EIF3J",15,"rs2412949","0.42197"
"ENSG00000104133","SPG11",15,"rs938129","0.39071"
"ENSG00000104147","OIP5",15,"rs7173954","0.94020"
"ENSG00000104154","SLC30A4",15,"rs938129","0.50626"
"ENSG00000104164","BLOC1S6",15,"rs938129","0.90502"
"ENSG00000104177","MYEF2",15,"rs963031","0.67887"
"ENSG00000104205","SGK3",8,"rs2454667","4.67e-01"
"ENSG00000104213","PDGFRL",8,"rs17634077","7.27e-01"
"ENSG00000104218","CSPP1",8,"rs2454667","3.95e-01"
"ENSG00000104219","ZDHHC2",8,"rs6587020","9.18e-01"
"ENSG00000104221","BRF2",8,"rs2298423","3.91e-02"
